Linux 2.6.32 (machine1) 	02/23/2012 	_x86_64_	(24 CPU)

09:29:18 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest     %idle
09:39:08 PM     all      0.06      0.00      0.14      0.02      0.00      0.00      0.00      0.00     99.77
09:39:10 PM     all      0.04      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.81
09:39:12 PM     all      0.04      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.81
09:39:14 PM     all      0.04      0.00      0.12      0.00      0.00      0.00      0.02      0.00     99.81
09:39:16 PM     all      0.04      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.81
09:39:18 PM     all      0.06      0.00      0.12      0.00      0.00      0.00      0.00      0.00     99.82
09:39:20 PM     all      0.06      0.00      0.14      0.02      0.00      0.00      0.00      0.00     99.77
09:39:22 PM     all      0.29      0.00      1.24      0.00      0.00      0.00      0.00      0.00     98.47
09:39:24 PM     all      0.15      0.00      0.17      0.00      0.00      0.00      0.00      0.00     99.69
09:39:26 PM     all      0.04      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.81
09:39:28 PM     all      0.06      0.00      0.16      0.02      0.00      0.00      0.00      0.00     99.75
09:39:30 PM     all      0.04      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.81
09:39:32 PM     all      0.06      0.00      0.12      0.00      0.00      0.00      0.00      0.00     99.81
09:39:34 PM     all      0.04      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.81
09:39:36 PM     all      0.06      0.00      0.13      0.00      0.00      0.00      0.00      0.00     99.81
09:39:38 PM     all      0.06      0.00      0.12      0.00      0.00      0.00      0.00      0.00     99.81
09:39:40 PM     all      0.04      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.81
09:39:42 PM     all      0.04      0.00      0.17      0.00      0.00      0.00      0.00      0.00     99.79
09:39:44 PM     all      0.06      0.00      0.17      0.00      0.00      0.00      0.00      0.00     99.77
09:39:46 PM     all      0.04      0.00      0.17      0.00      0.00      0.00      0.00      0.00     99.79
09:39:48 PM     all      0.06      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.79
09:39:50 PM     all      0.04      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.81
09:39:52 PM     all      0.06      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.79
09:39:54 PM     all      0.04      0.00      0.12      0.00      0.00      0.00      0.00      0.00     99.83
09:39:56 PM     all      0.06      0.00      0.13      0.00      0.00      0.00      0.00      0.00     99.81
09:39:58 PM     all      0.04      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.81
09:40:00 PM     all      0.06      0.00      0.16      0.00      0.00      0.00      0.00      0.00     99.77
09:40:02 PM     all      0.06      0.00      0.17      0.35      0.00      0.00      0.00      0.00     99.42
09:40:04 PM     all      0.06      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.79
09:40:06 PM     all      0.06      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.79
09:40:08 PM     all      0.04      0.00      0.12      0.02      0.00      0.00      0.00      0.00     99.81
09:40:10 PM     all      0.06      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.79
09:40:12 PM     all      0.06      0.00      0.13      0.00      0.00      0.00      0.00      0.00     99.81
09:40:14 PM     all      0.06      0.00      0.17      0.00      0.00      0.00      0.00      0.00     99.77
09:40:16 PM     all      0.06      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.78
09:40:18 PM     all      0.04      0.00      0.12      0.00      0.00      0.00      0.00      0.00     99.84
09:40:20 PM     all      0.04      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.81
09:40:22 PM     all      0.31      0.00      1.19      0.00      0.00      0.00      0.00      0.00     98.50
09:40:24 PM     all      0.06      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.79
09:40:26 PM     all      0.06      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.78
09:40:28 PM     all      0.04      0.00      0.14      0.00      0.00      0.00      0.02      0.00     99.79
09:40:30 PM     all      0.04      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.81
09:40:32 PM     all      0.06      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.79
09:40:34 PM     all      0.06      0.00      0.12      0.00      0.00      0.00      0.00      0.00     99.81
09:40:36 PM     all      0.04      0.00      0.19      0.02      0.00      0.00      0.00      0.00     99.74
09:40:38 PM     all      0.04      0.00      0.12      0.00      0.00      0.00      0.00      0.00     99.84
09:40:40 PM     all      0.06      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.79
09:40:42 PM     all      0.02      0.00      0.19      0.00      0.00      0.00      0.00      0.00     99.79
09:40:44 PM     all      0.06      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.79
09:40:46 PM     all      0.06      0.00      0.13      0.00      0.00      0.00      0.00      0.00     99.81
09:40:48 PM     all      0.04      0.00      0.12      0.00      0.00      0.00      0.00      0.00     99.84
09:40:50 PM     all      0.04      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.81
09:40:52 PM     all      0.04      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.81
09:40:54 PM     all      0.04      0.00      0.15      0.08      0.00      0.00      0.00      0.00     99.73
09:40:56 PM     all      0.06      0.00      0.13      0.00      0.00      0.00      0.00      0.00     99.81
09:40:58 PM     all      0.06      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.80
09:41:00 PM     all      0.04      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.81
09:41:02 PM     all      0.04      0.00      0.16      0.00      0.00      0.00      0.00      0.00     99.79
09:41:04 PM     all      0.04      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.82
09:41:06 PM     all      0.04      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.80
09:41:08 PM     all      0.06      0.00      0.37      0.00      0.00      0.00      0.00      0.00     99.56
09:41:10 PM     all      0.06      0.00      0.12      0.02      0.00      0.00      0.00      0.00     99.80
09:41:12 PM     all      0.04      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.81
09:41:14 PM     all      0.04      0.00      0.16      0.00      0.00      0.00      0.00      0.00     99.79
09:41:16 PM     all      0.04      0.00      0.13      0.00      0.00      0.00      0.00      0.00     99.82
09:41:18 PM     all      0.02      0.00      0.27      0.00      0.00      0.00      0.00      0.00     99.71
09:41:20 PM     all      0.04      0.00      0.16      0.00      0.00      0.00      0.00      0.00     99.79
09:41:22 PM     all      0.24      0.00      0.69      0.00      0.00      0.00      0.00      0.00     99.07
09:41:24 PM     all      0.19      0.00      0.57      0.00      0.00      0.00      0.00      0.00     99.24
09:41:26 PM     all      0.04      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.80
09:41:28 PM     all      0.06      0.00      0.12      0.00      0.00      0.00      0.00      0.00     99.81
09:41:30 PM     all      0.04      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.82
09:41:32 PM     all      0.04      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.81
09:41:34 PM     all      0.04      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.81
09:41:36 PM     all      0.06      0.00      0.13      0.00      0.00      0.00      0.00      0.00     99.81
09:41:38 PM     all      0.04      0.00      0.17      0.00      0.00      0.00      0.00      0.00     99.79
09:41:40 PM     all      0.06      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.79
09:41:42 PM     all      0.06      0.00      0.17      0.00      0.00      0.00      0.00      0.00     99.77
09:41:44 PM     all      0.04      0.00      0.12      0.00      0.00      0.00      0.00      0.00     99.84
09:41:46 PM     all      0.07      0.00      0.13      0.02      0.00      0.00      0.00      0.00     99.78
09:41:48 PM     all      0.06      0.00      0.12      0.00      0.00      0.00      0.00      0.00     99.82
09:41:50 PM     all      0.04      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.81
09:41:52 PM     all      0.04      0.00      0.12      0.00      0.00      0.00      0.00      0.00     99.83
09:41:54 PM     all      0.06      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.79
09:41:56 PM     all      0.04      0.00      0.13      0.00      0.00      0.00      0.00      0.00     99.83
09:41:58 PM     all      0.04      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.81
09:42:00 PM     all      0.06      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.79
09:42:02 PM     all      0.06      0.00      0.17      0.00      0.00      0.00      0.00      0.00     99.77
09:42:04 PM     all      0.04      0.00      0.12      0.00      0.00      0.00      0.00      0.00     99.84
09:42:06 PM     all      0.07      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.78
09:42:08 PM     all      0.06      0.00      0.10      0.00      0.00      0.00      0.00      0.00     99.83
09:42:10 PM     all      0.06      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.80
09:42:12 PM     all      0.06      0.00      0.13      0.00      0.00      0.00      0.00      0.00     99.81
09:42:14 PM     all      0.02      0.00      0.12      0.00      0.00      0.00      0.00      0.00     99.86
09:42:16 PM     all      0.04      0.00      0.17      0.00      0.00      0.00      0.00      0.00     99.78
09:42:18 PM     all      0.04      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.81
09:42:20 PM     all      0.04      0.00      0.16      0.00      0.00      0.00      0.00      0.00     99.79
09:42:22 PM     all      0.04      0.00      0.16      0.02      0.00      0.00      0.00      0.00     99.78
09:42:24 PM     all      0.36      0.00      1.17      0.02      0.00      0.00      0.02      0.00     98.43
09:42:26 PM     all      0.04      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.81
09:42:28 PM     all      0.06      0.00      0.35      0.02      0.00      0.00      0.00      0.00     99.57
09:42:30 PM     all      0.06      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.79
09:42:32 PM     all      0.06      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.80
09:42:34 PM     all      0.04      0.00      0.13      0.00      0.00      0.00      0.00      0.00     99.83
09:42:36 PM     all      0.04      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.80
09:42:38 PM     all      0.06      0.00      0.18      0.00      0.00      0.00      0.00      0.00     99.76
09:42:40 PM     all      0.04      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.81
09:42:42 PM     all      0.04      0.00      0.19      0.00      0.00      0.00      0.00      0.00     99.77
09:42:44 PM     all      0.04      0.00      0.16      0.00      0.00      0.00      0.00      0.00     99.79
09:42:46 PM     all      0.06      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.79
09:42:48 PM     all      0.06      0.00      0.28      0.00      0.00      0.00      0.00      0.00     99.66
09:42:50 PM     all      0.06      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.80
09:42:52 PM     all      0.04      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.81
09:42:54 PM     all      0.08      0.00      0.14      0.00      0.00      0.00      0.00      0.00     99.77
09:42:56 PM     all      0.04      0.00      0.15      0.00      0.00      0.00      0.00      0.00     99.80
